건물코드,기온,강수량,풍속,습도,전력소비량
BX,30.8,,2.3,59.0,3856.5
DL,27.4,0.1,1.9,88.0,2109.84
AQ,27.4,,1.0,79.0,592.74
AH,27.8,,4.4,71.0,1520.4
AK,27.1,,1.7,74.0,1700.16
CZ,23.9,,2.3,96.0,1047.84
AU,28.8,,1.0,75.0,1535.19
BR,20.7,8.9,0.1,100.0,1158.24
CC,29.1,,1.8,83.0,957.48
CR,22.7,0.0,2.1,84.0,3479.4
CK,29.2,,5.2,60.0,1228.59
AT,25.4,,0.9,58.0,1019.04
AP,24.5,0.6,0.0,99.0,3534.72
DL,26.3,0.3,1.4,96.0,2372.88
AZ,22.0,13.6,0.5,99.0,4668.96
CP,20.4,,2.5,69.0,1200.9
AI,25.6,0.0,5.7,95.0,3405.12
CS,31.3,,5.5,58.0,3323.76
AD,21.5,,0.8,92.0,746.46
AR,26.2,0.8,2.1,99.0,1018.2
AE,19.1,,2.1,79.0,1672.56
DK,26.0,,6.0,85.0,553.92
CM,25.9,0.0,1.0,99.0,429.12
BP,24.4,,1.3,88.0,600.84
AT,31.0,,3.7,57.0,3299.04
CN,28.2,,2.9,65.0,425.7
CJ,22.3,,2.1,51.0,1124.82
BT,25.7,,0.4,77.0,1639.2
AF,23.0,,2.9,53.0,928.8
CE,15.2,0.8,2.2,93.0,791.64
DQ,32.2,,1.6,48.0,1442.16
CM,25.4,,2.4,97.0,443.97
DO,21.5,,2.3,97.0,925.92
CN,25.7,0.1,1.7,95.0,319.05
CC,23.9,,3.0,66.0,938.88
CR,34.5,,3.0,50.0,5382.42
DS,19.4,1.0,3.1,98.0,1152.0
AE,24.6,,1.1,83.0,1948.32
AW,23.6,,1.4,69.0,1056.3
BQ,16.2,0.1,0.1,100.0,348.6
CX,23.6,,0.6,88.0,1125.72
BH,26.1,,2.1,89.0,3412.08
AV,22.1,,0.0,99.0,952.56
BG,26.4,,0.4,84.0,8731.44
BK,27.5,,1.9,80.0,1108.8
CL,27.2,0.0,4.1,89.0,1399.68
DR,23.4,,2.3,91.0,2040.96
CL,27.3,,1.7,72.0,1672.56
BD,25.0,0.0,3.3,87.0,720.3
BM,26.7,0.0,1.3,84.0,2800.8
CU,30.5,,2.5,63.0,4304.16
CW,23.3,,1.9,91.0,1168.68
DI,23.1,0.0,0.5,94.0,1628.64
AN,23.8,,2.3,87.0,2174.88
CX,25.9,,0.4,99.0,1122.3
BX,23.2,,1.9,57.0,3212.7
AW,26.0,,0.8,88.0,1083.3
BF,22.6,,1.5,87.0,9735.84
BS,27.3,,1.2,90.0,2478.72
AT,25.5,1.5,1.9,92.0,1014.72
CI,19.9,,1.2,76.0,3208.68
BG,23.0,0.0,0.7,87.0,8725.68
BP,29.8,,3.2,69.0,3279.6
CT,26.0,,3.3,96.0,1176.48
BS,28.4,,2.6,78.0,2798.4
CJ,23.1,,2.3,82.0,659.16
AU,24.4,,0.6,80.0,3225.98
CL,29.2,,3.0,71.0,1608.3
CI,17.9,,1.7,85.0,1582.56
DL,26.2,,0.8,95.0,2181.36
BV,25.5,,3.6,78.0,1517.4
CR,24.1,0.0,1.8,88.0,3589.3
BF,29.2,,2.3,64.0,10003.68
CM,26.4,,3.0,37.0,504.0
DJ,17.8,,3.3,46.0,415.98
BI,26.1,,2.4,83.0,2174.1
DH,26.4,51.6,2.0,100.0,711.36
BJ,23.4,,0.8,95.0,2885.52
CY,34.5,,4.1,54.0,1446.48
CN,29.0,,3.3,71.0,473.31
CW,23.2,,2.2,62.0,1088.64
DR,18.6,0.5,1.9,97.0,3040.56
BZ,24.2,,2.9,92.0,1289.4
BQ,20.6,,0.6,98.0,402.3
DA,23.3,,4.5,39.0,3550.08
BY,27.9,,1.5,94.0,2351.88
CL,23.8,,2.7,85.0,789.3
CP,28.0,0.0,6.6,88.0,2648.1
BK,25.5,0.0,2.1,95.0,1306.8
BW,25.8,,0.7,99.0,3011.76
CY,30.6,,2.1,21.0,1228.32
CQ,25.6,,2.4,69.0,4140.9
DM,18.2,0.0,2.7,98.0,1411.44
AS,26.3,,2.1,85.0,2657.16
AW,26.4,,2.2,54.0,1048.5
AN,20.8,,2.1,89.0,1909.44
CO,22.0,,4.8,96.0,1474.8
DB,33.0,,3.1,63.0,4734.0
BH,20.7,,2.6,53.0,3147.12
BY,18.8,,0.9,81.0,2620.44
BO,26.6,0.5,2.6,90.0,2544.0
DO,27.7,0.0,2.2,92.0,1376.46
AW,25.9,0.0,0.7,83.0,1106.4
CQ,24.0,26.2,1.6,92.0,3749.1
BC,29.0,,2.2,76.0,2462.4
AQ,28.5,,1.7,45.0,568.62
AI,27.8,,1.8,73.0,2796.0
BY,25.8,,1.7,79.0,2990.88
DG,21.9,,1.8,79.0,2198.88
AW,29.0,,1.5,74.0,1092.6
BL,22.3,,1.0,85.0,708.12
AE,25.0,,1.9,81.0,5912.64
AU,21.4,,0.7,39.0,2656.0
CY,21.9,,2.2,92.0,2086.2
DC,23.9,,1.8,90.0,483.48
CG,29.0,0.0,0.8,70.0,742.68
DH,18.2,0.2,2.1,66.0,651.42
AI,30.6,,4.0,71.0,2557.44
CN,23.6,,1.5,86.0,399.69
CB,28.8,,3.6,80.0,1620.72
CX,28.5,,3.2,84.0,1183.32
AB,26.5,,1.6,93.0,1216.8
CQ,26.0,0.7,1.9,97.0,3873.3
CJ,16.5,,2.8,68.0,559.98
BW,29.5,,0.9,93.0,4059.36
CZ,29.5,,0.6,65.0,3180.48
BZ,28.8,,1.8,76.0,1909.5
CV,32.4,,2.4,64.0,4461.12
BU,27.0,5.4,2.0,97.0,5663.04
BR,25.1,0.0,0.4,89.0,3996.48
CT,32.4,,1.9,57.0,1555.2
DV,24.8,1.3,4.3,93.0,767.28
AK,22.7,,0.5,82.0,1623.12
CX,23.9,,0.6,83.0,1002.96
AX,25.6,,1.8,55.0,7408.8
CH,25.7,,2.3,85.0,1727.52
CR,23.3,,1.4,79.0,3349.73
BU,25.4,,2.0,74.0,5640.48
CB,22.8,,2.6,65.0,2358.36
DF,26.2,,1.3,96.0,1060.8
BF,28.6,,2.2,74.0,10034.64
BU,34.1,,2.0,51.0,5493.12
CI,29.7,,2.8,58.0,4838.04
AH,26.9,,1.6,74.0,1350.24
AU,23.6,12.4,0.6,92.0,1669.41
DS,23.8,,4.7,81.0,1152.9
BZ,21.8,,1.7,98.0,1270.8
DB,17.8,0.1,2.8,93.0,1686.24
CK,29.6,0.0,1.4,67.0,1151.1
BN,26.8,0.1,1.2,99.0,3690.3
BG,24.3,0.8,1.7,85.0,8752.32
CE,28.0,,2.6,77.0,2514.96
DC,23.7,0.4,2.4,90.0,1889.28
DF,26.4,0.0,1.3,66.0,976.8
AM,24.9,,1.7,70.0,2445.12
BX,26.5,,0.6,71.0,2826.9
BW,24.6,,0.3,99.0,2863.8
AO,16.4,,3.5,83.0,1918.62
DT,21.6,,0.6,97.0,1165.86
DK,26.1,,0.7,79.0,1056.72
BU,27.2,,1.8,79.0,4853.76
BP,29.6,,3.5,73.0,3268.8
DQ,21.4,,0.2,80.0,1232.28
BV,21.0,,0.8,91.0,1301.76
AN,25.9,,2.5,96.0,2500.32
DE,21.7,,2.9,46.0,762.6
AR,18.2,,0.7,90.0,845.1
BY,20.3,,3.3,85.0,2307.96
BU,24.2,25.2,4.3,100.0,6233.28
BI,23.7,,2.9,81.0,2136.0
CW,28.3,,1.9,80.0,1889.16
CR,24.8,0.6,1.8,91.0,3932.37
BI,26.1,,2.7,85.0,2174.4
DH,26.0,,2.5,75.0,1692.18
AZ,26.0,2.3,0.1,100.0,2838.72
AT,25.9,,0.3,82.0,1054.56
CH,25.8,,2.4,84.0,2045.28
AP,25.9,,2.6,78.0,4432.8
AV,29.9,,2.1,79.0,1792.08
BX,17.4,,1.3,71.0,1919.1
BV,30.5,,4.1,84.0,1874.52
DF,26.2,0.0,2.7,92.0,1061.28
DD,28.5,,4.0,41.0,1422.0
BC,27.4,,2.4,85.0,1404.0
AI,31.3,,1.9,68.0,3638.88
DT,23.3,,1.2,97.0,659.7
CA,27.8,,1.3,86.0,3453.6
CU,25.9,,3.3,80.0,3965.28
AN,20.1,,4.7,53.0,1254.24
AR,24.0,0.0,3.8,97.0,980.7
CR,24.9,0.3,0.8,95.0,1228.49
DK,21.9,,3.9,58.0,1861.92
BX,23.5,,0.8,90.0,2678.7
AY,25.6,0.0,2.4,84.0,5308.08
AH,18.7,,0.3,87.0,898.32
AR,25.6,0.5,1.6,100.0,2185.2
CE,23.4,,1.5,99.0,1598.76
CX,26.4,0.0,0.7,90.0,1401.84
BD,19.6,,3.3,53.0,902.7
DP,27.8,,2.8,70.0,2802.72
AN,15.3,1.6,2.8,89.0,2366.4
DP,22.3,,0.7,90.0,1038.48
DC,27.5,,1.8,87.0,1019.88
CA,24.4,,1.9,81.0,1593.6
CE,25.1,0.0,2.3,87.0,3353.4
DC,22.5,8.2,3.6,98.0,2041.56
BD,29.1,,2.9,57.0,868.8
AP,23.4,,0.9,66.0,2934.24
CJ,23.4,0.1,2.0,96.0,698.76
AY,25.8,,1.4,77.0,5307.48
BB,29.4,,2.7,76.0,2963.88
CN,23.9,29.1,1.4,98.0,392.67
CS,29.8,,2.7,58.0,1186.56
BH,19.7,,1.3,89.0,3160.44
AR,28.3,0.2,2.7,81.0,1275.0
AK,28.5,,1.7,71.0,2653.68
BJ,25.3,,3.0,75.0,2829.84
AF,26.2,,1.3,96.0,1784.64
AX,23.5,,2.8,46.0,10663.2
CD,23.4,,0.6,95.0,4213.8
CF,27.4,,2.4,66.0,2978.4
DO,23.0,,2.8,45.0,1048.32
BD,28.1,,2.3,79.0,779.1
DP,28.4,,1.2,67.0,2874.0
AS,30.7,,2.2,56.0,2439.36
DE,28.0,,2.7,69.0,1834.2
DR,25.7,0.2,3.4,99.0,2240.64
BD,20.2,,0.5,96.0,727.5
BX,28.0,0.0,1.1,82.0,2967.9
CH,29.5,,6.3,77.0,3471.36
AP,27.6,,3.8,51.0,3888.96
BF,29.1,,2.1,46.0,9687.6
DA,23.2,,1.1,93.0,1969.44
BH,25.6,,1.4,79.0,3356.64
AJ,27.0,0.0,1.6,87.0,4692.96
CB,24.6,,3.8,94.0,2026.44
CO,23.5,,2.2,71.0,1267.92
AB,17.2,,2.1,46.0,1075.32
CH,23.0,,1.3,91.0,2668.8
CC,25.1,,1.8,98.0,934.08
BL,24.5,,1.7,58.0,556.2
AT,29.3,,2.4,72.0,1025.76
AL,27.4,,1.9,93.0,1742.04
DL,32.4,,2.2,63.0,2272.56
CQ,22.1,,3.1,60.0,3240.6
CQ,28.4,,2.2,83.0,6528.3
DA,26.8,0.7,2.9,69.0,3267.84
DN,26.0,,2.5,75.0,1778.94
BL,28.4,,2.9,66.0,3266.64
CV,25.7,0.5,2.4,97.0,3466.8
BB,24.1,,0.8,90.0,1395.36
DN,20.3,,2.8,55.0,1751.58
BD,13.3,,0.8,64.0,697.8
AJ,29.2,,4.9,82.0,4817.76
AQ,27.1,,7.2,78.0,1531.44
DD,22.8,0.0,2.1,83.0,1270.8
CD,32.8,,6.3,53.0,4570.2
CV,31.0,,2.4,67.0,2703.6
DR,24.6,0.0,11.8,98.0,3227.64
BC,23.4,,0.5,93.0,1158.0
CF,27.2,,2.8,78.0,2894.88
BA,26.3,,1.3,88.0,21845.6
DD,27.4,,2.8,89.0,2617.2
BB,28.0,0.0,0.8,89.0,1551.96
DI,23.7,,0.7,82.0,855.72
CZ,22.1,0.5,0.3,100.0,1490.4
DF,26.9,,2.0,87.0,1588.32
BU,25.7,,0.9,81.0,5718.24
CD,26.7,,1.3,43.0,4320.36
DA,19.7,,1.4,91.0,2133.12
CV,25.8,0.2,3.6,95.0,6187.68
CL,22.5,,4.8,46.0,880.38
CS,26.9,,2.1,71.0,2366.88
CJ,22.0,,2.6,98.0,952.2
BI,28.2,,2.1,86.0,2235.3
CR,24.6,,0.5,85.0,3264.59
BI,19.0,0.0,1.0,84.0,2083.2
BY,30.5,,3.5,64.0,3701.88
CN,27.4,,1.9,48.0,303.3
DO,15.5,1.0,3.2,95.0,953.82
DD,20.3,,3.5,86.0,992.88
CN,26.1,5.9,0.6,93.0,529.38
DG,16.7,0.5,2.1,96.0,2444.64
BI,23.6,,1.4,85.0,2143.2
BT,24.5,,1.6,78.0,1400.16
AI,24.9,0.5,4.7,97.0,1530.24
AQ,29.5,,6.3,77.0,626.94
BD,16.3,,0.3,94.0,712.8
DJ,23.2,,2.9,81.0,1747.62
BR,19.8,,1.1,80.0,833.28
BW,28.8,,2.1,92.0,3146.04
BI,32.5,,3.0,54.0,2235.3
DJ,25.8,0.0,3.7,85.0,1222.38
BK,30.2,,3.3,65.0,5764.8
AT,26.2,,1.7,72.0,1071.84
DG,24.4,,3.9,64.0,2051.76
AL,31.3,,2.7,58.0,1813.68
BT,29.3,,1.9,70.0,3252.96
DU,25.8,,3.0,92.0,1597.5
DM,26.0,,2.6,97.0,662.4
BX,23.7,0.4,1.2,93.0,2734.5
DL,14.5,,1.8,91.0,423.36
BR,21.3,,1.8,80.0,2928.96
AJ,24.3,,3.4,81.0,3664.32
BK,24.9,0.9,4.2,96.0,987.0
BT,26.8,,0.2,84.0,1948.56
BQ,25.0,,1.3,81.0,1339.8
AU,25.1,,0.7,79.0,1456.92
AT,31.4,,1.9,60.0,1033.44
BZ,32.5,,4.0,60.0,1848.0
BM,27.7,,3.0,61.0,3734.4
DN,23.1,,0.1,98.0,578.7
AZ,25.2,,1.7,82.0,3709.92
BH,29.1,0.0,5.0,81.0,3570.12
AV,22.4,,0.1,91.0,1076.76
CJ,24.2,,4.2,48.0,783.9
BK,32.3,,3.2,53.0,5625.6
CH,26.7,,1.1,85.0,1597.44
BS,29.8,,3.1,71.0,3001.44
AP,26.1,,4.1,70.0,3929.04
DU,30.2,,2.0,67.0,1682.1
DT,27.6,,2.0,69.0,1677.06
CJ,26.1,,2.4,82.0,1194.84
DA,25.7,1.2,1.9,100.0,2545.44
AX,25.5,0.0,3.3,86.0,14850.0
BA,24.0,0.2,2.5,93.0,16150.4
AB,25.0,0.0,3.0,64.0,1211.04
DV,27.2,,0.9,87.0,1002.24
BT,29.1,,0.9,73.0,1507.92
CH,27.1,,1.7,89.0,1708.32
AK,16.9,3.2,1.1,96.0,2109.12
DI,18.6,,1.5,88.0,375.66
AV,26.0,,6.8,85.0,1376.64
CG,25.4,5.9,1.3,95.0,831.24
AM,27.1,,1.8,89.0,2993.28
CL,22.8,,1.9,89.0,786.96
DG,29.6,,2.8,60.0,2754.24
AX,24.1,0.0,1.1,93.0,7443.6
AT,22.3,,3.1,58.0,2619.36
BS,27.3,,1.7,79.0,2292.96
AS,25.4,0.3,1.9,83.0,1451.88
AL,24.4,,3.3,91.0,1490.04
DC,25.7,,1.2,96.0,793.8
CA,27.9,,3.6,55.0,2226.24
AQ,25.1,0.0,3.2,95.0,1646.28
CY,27.3,,1.9,68.0,1254.96
BG,28.0,,2.3,77.0,8845.92
BQ,14.5,,2.1,72.0,548.7
DE,28.5,,3.6,63.0,2692.8
AJ,25.8,,6.1,76.0,3505.44
CA,27.6,,6.2,76.0,3430.56
BM,17.0,,3.4,84.0,1789.92
DD,23.1,,3.5,55.0,3425.76
CR,35.5,,1.4,35.0,6279.73
AW,21.9,,1.6,89.0,1034.7
DP,26.6,,0.6,84.0,2301.12
DC,26.5,,2.1,69.0,2292.48
BV,23.3,2.9,0.1,99.0,2354.22
DJ,27.9,,4.2,73.0,529.92
AP,28.4,,2.1,75.0,5151.36
DU,22.0,,2.2,90.0,1312.02
CJ,25.1,,2.6,81.0,1106.82
BD,25.3,0.6,0.6,96.0,708.0
CX,18.7,,1.1,83.0,1086.66
BS,28.3,,1.3,80.0,2568.0
DR,24.0,,9.9,99.0,2744.4
BZ,18.8,,1.5,88.0,1737.0
BZ,26.1,,3.6,91.0,1789.5
DO,26.8,,0.4,83.0,706.5
BN,30.6,,3.8,71.0,3474.6
CH,23.4,14.4,3.4,100.0,1725.6
AR,23.7,1.0,0.6,100.0,942.9
DC,17.0,,1.4,88.0,431.64
AZ,18.7,0.0,1.4,69.0,3901.92
DP,22.5,0.8,1.8,95.0,1703.28
CV,26.5,,2.8,73.0,3075.84
BN,24.2,,0.3,97.0,601.2
BU,28.0,,1.8,45.0,4623.36
BK,25.2,,3.5,63.0,4570.2
DT,24.2,,2.1,97.0,569.88
CA,27.3,,1.7,79.0,969.12
AB,24.8,,2.1,60.0,1254.6
BV,23.1,,0.2,75.0,2199.6
AU,24.6,,0.7,52.0,1276.18
AR,25.8,,1.6,92.0,2435.7
DL,31.3,,2.1,26.0,2063.52
AX,17.9,,0.1,83.0,6705.6
AI,23.4,,0.1,93.0,1357.92
AX,32.3,,3.1,35.0,13470.0
BA,28.5,,0.9,72.0,17267.6
BC,30.4,,6.2,70.0,2348.1
CQ,28.4,,1.1,48.0,3527.7
CQ,22.8,,4.1,89.0,5853.6
BW,26.2,,2.2,98.0,2640.96
AN,25.9,,0.1,83.0,1506.72
DM,30.1,,6.7,88.0,2141.52
CT,31.3,,1.9,53.0,1570.86
BV,28.6,,1.3,98.0,1751.4
CB,24.4,,3.0,64.0,2903.4
CB,26.2,,1.0,81.0,468.0
AB,29.5,,2.8,65.0,1740.24
DE,29.8,,1.9,76.0,3438.6
DF,26.3,,0.9,74.0,2011.68
CW,17.6,,0.8,91.0,1051.68
CZ,16.3,,2.0,51.0,766.08
CG,25.6,0.0,2.4,82.0,726.84
DI,22.5,1.6,2.0,100.0,572.58
BA,32.4,,2.8,35.0,19471.2
DO,24.2,,2.9,59.0,841.86
BG,22.2,,0.8,91.0,8442.0
BE,25.5,,1.1,70.0,1196.64
BQ,19.1,,1.8,62.0,423.3
AR,29.5,,2.1,47.0,2235.6
BE,21.3,,0.4,90.0,958.68
DE,19.4,,2.0,71.0,779.4
BD,26.7,,0.4,77.0,911.1
BL,25.5,27.7,8.0,96.0,3210.84
DT,23.7,,1.7,96.0,815.76
DL,27.4,,0.9,89.0,677.28
DC,24.4,,2.7,82.0,1870.56
AH,25.9,,0.8,84.0,1129.68
BK,24.6,,0.6,88.0,1039.2
DA,29.2,,2.2,40.0,3883.68
CN,27.3,0.0,2.1,85.0,402.03
DB,22.8,,2.9,58.0,1195.92
DE,25.6,,4.1,24.0,858.6
DL,27.2,,0.8,92.0,486.72
CH,18.5,,1.4,85.0,1613.28
DO,30.4,,1.3,66.0,1415.52
BZ,34.2,,4.4,67.0,1976.1
CY,28.2,0.0,1.8,84.0,1489.32
CW,29.7,,4.4,60.0,2028.48
DG,26.8,,2.4,65.0,2355.36
CQ,24.1,,2.2,43.0,5174.7
BO,27.5,0.0,0.7,81.0,2191.8
AY,24.9,0.0,4.1,89.0,5305.2
CS,22.0,,2.3,75.0,1988.16
DP,27.7,,1.6,78.0,2725.2
BP,22.9,,1.3,91.0,350.28
DG,27.4,0.0,1.9,92.0,2997.12
BY,28.1,,2.2,70.0,2467.08
CY,24.7,,0.4,97.0,1078.2
CT,23.2,,0.3,99.0,1150.2
DO,26.6,0.0,2.8,80.0,1437.48
AN,28.6,0.0,2.4,70.0,1416.0
CJ,25.9,,2.8,50.0,961.02
DE,24.4,,0.8,96.0,781.2
DV,29.2,,3.9,75.0,1166.4
DQ,23.1,,0.4,97.0,662.4
BV,19.2,,1.4,88.0,1333.08
CW,27.7,,1.5,86.0,1872.48
AM,24.8,,4.3,93.0,2803.2
AP,25.3,0.5,3.3,91.0,4616.64
DG,25.2,0.0,3.9,91.0,1693.44
CL,25.5,,2.3,88.0,1180.44
AE,25.7,0.2,2.5,95.0,2609.28
DS,31.6,,2.8,67.0,1583.46
DK,27.7,,3.2,67.0,2336.4
CN,30.7,,3.1,60.0,445.41
AX,27.1,,1.7,78.0,8751.6
AA,31.0,,2.4,69.0,4132.8
CN,25.2,0.0,1.2,90.0,330.39
AT,22.8,,1.6,62.0,2590.08
DU,23.4,,3.9,85.0,1420.38
CG,32.6,0.0,2.6,62.0,3534.84
DS,28.6,,4.0,71.0,1351.8
BF,33.6,0.1,2.4,59.0,10190.16
CX,27.2,,0.2,92.0,1142.28
DK,21.2,,0.3,92.0,510.72
BB,26.9,,1.7,91.0,1233.0
CL,27.8,,3.5,66.0,1192.14
BM,19.4,,4.8,58.0,1309.44
CY,27.4,,3.1,59.0,1237.32
DK,25.4,,2.3,93.0,549.12
BW,30.6,,3.8,82.0,4124.52
DI,24.2,,1.8,87.0,1323.18
BG,23.5,,3.2,73.0,8542.08
BP,27.0,,0.5,66.0,1871.64
CU,15.3,0.2,2.4,91.0,2652.0
AJ,29.1,,4.8,82.0,4637.28
AN,27.2,,0.8,81.0,1819.2
DU,20.7,,3.8,81.0,1238.4
CD,24.0,,1.6,62.0,4345.92
DT,28.6,,1.5,79.0,1398.96
BO,19.0,0.0,2.6,86.0,976.8
BI,30.9,0.0,1.8,68.0,2224.2
DD,24.1,,1.8,80.0,1603.44
AI,25.1,,4.5,87.0,2415.84
CO,25.5,,1.9,91.0,1301.76
DN,23.7,8.1,3.3,100.0,518.22
BJ,25.5,1.8,1.6,100.0,2838.0
DJ,24.1,,1.4,58.0,561.24
BC,24.5,,3.3,90.0,2006.4
AJ,27.4,,2.2,79.0,4603.2
DK,23.8,,2.3,87.0,1188.96
BO,26.6,0.0,2.3,72.0,5137.8
AA,27.3,,2.9,79.0,2241.12
AL,34.1,,1.5,53.0,2074.32
AF,19.7,0.0,2.8,53.0,1493.28
DA,28.9,,2.1,83.0,2208.48
DM,20.0,,1.3,87.0,2095.92
AN,28.1,,3.1,86.0,2150.88
AK,21.9,,0.7,98.0,1581.6
CG,32.2,0.0,2.5,58.0,3528.0
DG,32.0,,1.7,66.0,2982.96
BT,25.2,,0.9,90.0,1840.08
DS,23.7,,3.5,72.0,1147.14
DK,27.6,,3.3,60.0,2324.16
DI,23.3,,,,1547.28
CZ,23.0,,1.3,92.0,882.72
AM,25.0,,6.5,81.0,2718.72
AR,28.4,,1.8,74.0,2260.5
DS,27.0,3.3,3.9,96.0,940.32
AL,29.8,,3.3,20.0,1436.22
BI,33.8,0.9,3.5,62.0,2250.6
DG,23.6,,1.5,63.0,2017.92
BS,27.0,0.0,8.6,79.0,3021.12
DO,21.6,1.0,3.5,96.0,1327.68
DJ,22.1,,4.7,88.0,1769.94
DD,29.4,,4.8,69.0,5107.68
BX,25.3,1.6,0.7,94.0,2755.5
AC,17.2,,2.0,81.0,772.56
DF,26.5,0.0,3.9,71.0,2903.04
BY,28.7,,3.4,72.0,2405.88
AE,21.6,,2.8,67.0,1501.2
DQ,27.1,,3.0,45.0,1109.88
CA,26.1,1.2,2.2,97.0,876.48
CV,24.3,0.0,1.0,93.0,2681.28
CO,22.9,,1.5,79.0,858.96
BF,29.4,,2.0,74.0,10125.36
AD,29.2,,2.3,64.0,1383.66
DK,25.0,,1.2,80.0,513.36
BL,22.8,,1.7,59.0,618.12
AX,18.6,,2.2,81.0,6468.6
DM,31.2,,1.5,67.0,2300.88
AV,23.7,1.0,0.7,94.0,895.68
DG,27.9,0.0,2.5,77.0,2598.0
CG,25.4,0.0,1.7,85.0,761.4
AB,24.8,7.8,3.5,95.0,1246.68
CC,26.7,,2.5,96.0,968.04
BH,29.9,,2.6,73.0,3531.24
CX,16.8,,0.2,84.0,1006.92
AM,27.1,,3.4,88.0,2959.2
BI,22.1,12.9,2.5,97.0,2139.6
BE,21.1,,0.8,92.0,970.2
DU,17.4,,1.5,57.0,743.04
AI,25.3,,3.1,52.0,2829.12
CD,26.2,1.6,2.4,93.0,4406.76
CF,26.2,0.5,2.0,97.0,2885.28
BP,27.0,,1.3,88.0,1989.36
CL,27.4,,6.2,86.0,1341.36
CI,23.5,,1.6,59.0,1650.96
DE,23.8,,3.9,66.0,918.6
CU,22.5,,2.4,52.0,3255.84
BS,26.7,,1.9,83.0,3486.24
DH,23.6,,1.6,70.0,1201.86
AU,23.5,10.4,1.1,89.0,3016.12
CO,28.9,,2.6,79.0,1951.68
AH,23.5,,0.6,100.0,1067.28
AR,27.6,,1.3,67.0,1617.3
AU,16.8,,0.7,49.0,2342.62
CU,28.8,,4.9,58.0,3411.36
AO,28.3,,2.6,67.0,1861.11
CJ,27.2,,1.4,88.0,931.86
AT,27.6,,3.3,62.0,1247.04
DI,28.6,,0.3,43.0,515.52
