housing_median_age,total_rooms,population,households,median_income,median_house_value
21,1774,875,354,1.7422,61500
32,3611,2060,759,1.7427,60600
36,1822,930,399,1.3801,56600
28,1745,1011,370,2.0391,59800
10,2281,1274,438,2.212,65600
17,2786,1528,517,2.0119,75800
11,3664,1686,613,2.9338,141600
16,2753,1414,459,3.8323,128300
16,1141,563,200,2.3287,130700
15,2771,1423,505,3.6413,108500
18,2879,1399,586,2.4036,105400
18,1411,494,227,1.4911,75800
17,2255,1171,411,2.875,129800
14,2539,1271,438,3.9762,138500
18,1633,750,252,5.1585,150800
23,2216,1006,338,4.559,116800
10,1187,728,248,2.0469,66800
25,2596,1536,549,2.0221,60400
30,1270,840,324,1.3904,48100
21,2842,1658,608,1.9943,59800
20,2858,1422,589,1.9657,63000
26,2723,1326,547,2.3594,66000
32,1286,694,236,1.6579,68500
14,2633,1324,513,2.2768,78600
27,1804,782,300,3.5978,80600
17,1429,692,245,2.8611,98700
18,2102,1059,384,3.0556,95500
26,1833,939,408,1.3571,59000
17,1682,887,316,1.8438,76400
26,695,319,124,3.2788,101600
30,2502,1296,481,2.125,66100
21,2333,1308,509,2.0899,74800
18,1748,921,327,3.3315,85400
16,994,495,181,2.1875,76400
16,3552,1801,658,2.1496,97700
16,2734,1413,484,2.8085,105700
12,3783,1970,639,3.3005,98500
17,3019,1538,545,2.793,76500
20,1182,512,210,1.7935,74500
27,1540,883,321,2.8036,93400
13,3013,1361,515,4.5357,171200
22,2153,903,314,2.125,123200
33,2149,631,273,1.8816,65800
18,754,247,107,2.2583,78800
20,2701,892,358,2.7736,107800
14,2721,1356,468,3.0299,73200
26,1183,513,206,2.225,52000
17,2816,1027,406,2.503,65600
14,821,477,129,3.15,87500
14,3099,1447,494,4.0132,141200
17,3057,1497,556,3.5189,101000
13,4581,1799,734,2.2993,99500
8,2411,786,297,2.1513,80400
14,2413,805,329,2.7857,77400
24,2237,834,318,1.7538,90300
31,1581,776,287,2.9063,77800
15,2909,1537,522,3.0179,61300
17,2548,1118,461,2.267,57800
23,1922,872,350,2.2337,64500
16,2668,915,362,2.3393,90300
22,2737,1168,442,2.83,88700
33,2029,936,343,2.67,77500
32,1404,544,201,2.7778,72900
14,1781,734,287,2.46,93000
32,1516,304,131,1.8839,71000
40,690,305,110,2.3625,62500
17,1791,432,190,3.8826,92400
52,296,143,56,3.625,68600
48,1276,358,145,1.875,66600
26,2286,498,216,2.065,96100
40,3272,1467,553,1.7885,43500
28,4225,1908,686,1.74,44000
19,3599,1572,601,2.234,58600
21,2400,1109,443,1.7639,55400
17,1885,953,328,2.1607,61400
18,1867,802,314,1.8242,53500
25,2344,1117,424,2.7222,64600
25,1941,1000,390,2.2976,54400
23,1654,669,273,1.965,65400
23,4017,1634,619,2.3571,62000
21,2010,947,306,2.4107,70100
15,4206,1863,869,2.0591,55700
33,2644,1113,483,3.3095,81300
36,3319,1492,631,1.8694,71200
50,1525,661,285,2.2206,63200
15,3643,1784,743,1.8533,57500
19,2200,950,367,2.5357,94200
19,2722,1108,430,3.1062,100000
29,1729,848,328,2.2024,60900
20,4288,1800,660,2.723,79600
31,1277,600,241,1.7292,61700
34,2773,1066,424,1.6757,63300
14,4453,1817,685,2.7468,81100
19,3689,1544,566,3.125,76100
45,2245,1155,421,1.6509,46200
28,1729,929,370,1.27,53100
23,910,370,169,1.7448,80100
45,1393,521,249,1.1915,71900
13,2300,1151,488,2.1571,81500
29,4059,1700,702,2.4526,97100
15,5266,2147,885,2.8036,110100
15,2740,1188,445,3.4519,128800
26,178,55,25,2.0375,57500
40,1958,725,331,2.1898,65500
52,4513,1926,815,1.5923,56000
31,602,112,47,1.0667,34200
52,4019,1728,706,2.2462,62900
15,14125,6456,2147,5.1014,179500
5,7854,4361,1395,4.9504,214800
31,2766,1441,552,3.1768,131000
35,2122,1189,408,3.0962,124600
36,3018,1445,556,3.8029,129900
43,1939,968,392,3.1848,112700
38,931,566,207,3.0221,93300
40,2549,1275,494,2.9469,111600
44,2256,1057,426,3.1204,110800
44,3013,1353,512,3.4559,111900
47,2161,966,360,2.2734,88700
37,4368,2083,741,3.8667,127000
18,6860,3205,1058,5.2957,171900
37,2811,1574,516,3.1053,96700
37,4590,2920,832,3.436,94800
4,15654,7025,2168,5.8171,225200
48,833,652,165,2.2417,87900
26,4397,2539,965,2.4875,90000
13,5451,2957,1081,2.6098,162500
24,1213,699,386,1.3007,94600
30,3317,1794,990,1.1835,133300
52,248,173,69,2.3,109400
52,1780,824,317,2.75,109900
52,2315,1113,486,2.5042,147900
52,1591,817,357,2.1411,97200
46,4143,2240,847,2.4201,92800
49,1851,849,307,2.9432,103500
52,2050,1277,463,3.0507,107300
42,1743,889,341,2.3241,99200
47,1303,694,269,2.5969,92800
49,2715,1006,429,4.2308,145800
47,3007,1152,486,4,141500
52,2111,772,323,4.775,148200
29,5154,2459,1019,3.2664,142900
37,3223,1325,539,4.0938,126900
39,2967,1243,523,4.2902,152400
42,1625,578,243,4.0114,166900
47,1339,794,286,2.5865,109800
49,2365,1131,458,2.6133,103100
52,2846,1519,620,2.1976,97900
52,793,505,194,1.9667,93800
52,1560,670,287,1.7411,98400
52,2573,1238,529,2.6708,109700
28,3102,1623,639,3.1025,103700
45,4423,2109,874,2.6937,111800
42,5266,3124,1025,2.7375,120000
26,3699,2388,699,4.0515,121900
34,963,392,176,4.0156,134700
16,3921,2830,680,4.5053,123700
12,5382,3928,921,5.3785,150600
28,3072,1375,705,1.6368,91200
15,8479,5008,1646,3.724,131600
10,6817,4163,1135,4.4529,144100
24,2917,1878,531,3.7014,123600
7,5129,2824,738,5.5138,171100
33,1253,753,236,1.756,86400
36,1412,792,268,2.3056,90400
14,2804,1083,573,2.6466,168500
52,1888,830,408,3.1373,185100
34,2434,926,423,4.6776,208300
20,3000,1207,491,4.6406,217500
10,4976,2089,803,5.3288,201800
15,2125,857,272,6.4599,219700
14,6360,2876,1127,4.5321,190300
16,3515,1764,626,4.4397,187100
10,3008,1381,522,5.3661,195800
7,18392,8276,2742,6.4232,229200
5,9567,4620,1580,4.4821,210000
8,614,278,115,6.3735,166300
27,3794,1756,724,3.2891,150600
31,3401,1750,602,4.6761,143100
11,673,318,137,2.3929,122500
40,1538,669,263,3.3281,170200
17,1625,703,224,6.5891,328800
18,1953,658,270,8.0113,393000
21,2475,812,308,7.2589,320400
4,3273,1497,454,5.3345,176100
7,4093,2228,646,5.2523,161300
15,1173,450,154,6.0487,197700
13,7367,3193,983,5.3102,195000
14,6920,3196,978,5.0672,171300
8,6761,3237,1177,4.3586,173400
2,6718,2012,654,6.8872,305200
12,3861,2129,806,3.676,135000
25,3304,1464,488,5.2527,130600
15,5114,2418,778,4.4882,144000
5,1569,713,209,6.6779,223900
3,7030,3238,1055,4.962,161700
4,8778,4010,1188,5.4399,187100
36,263,88,42,2.5313,162500
32,1070,631,195,2.6827,98900
37,1336,680,231,3.815,99000
36,1818,953,298,3.3153,99000
34,1562,898,307,3.3598,107200
36,1248,672,222,3.3839,105900
15,7937,4390,1567,3.5464,129800
38,1214,632,254,2.8438,94200
39,199,101,38,6.2299,105400
34,3082,1795,703,2.7885,105900
37,1176,648,271,2.7167,92200
32,1203,571,255,3.0938,110400
52,582,241,106,2.4,125000
21,7195,3927,1377,3.0912,126300
16,8517,4508,1837,3.1853,129600
24,3580,1959,731,2.7284,118500
25,4617,2685,1011,2.9576,108500
27,3440,2085,748,2.5896,104700
35,1940,1177,403,3.1389,101100
20,2237,1169,425,3.2115,99100
20,3899,2198,779,3.2061,120400
17,9089,4758,1520,4.0619,126600
8,2894,1566,572,3.6335,131600
1,2062,872,268,5.2636,191300
16,1104,495,156,5.4074,157700
22,2761,2612,641,1.6875,87500
30,2081,1005,438,1.9954,92900
13,3334,1923,538,4.0905,134800
11,6550,3570,1123,3.8583,137900
16,1081,792,184,4.6779,131300
10,2237,1255,429,3.1176,126500
7,11768,6657,1874,4.9222,142900
4,2487,1545,452,4.9103,140400
12,4132,2087,633,4.5987,139700
16,4138,1762,723,3.1979,137500
18,921,368,120,6.0842,261100
35,10869,9879,2152,2.5681,81300
17,7973,2899,1502,2.8357,120100
14,1156,574,227,3.2396,143800
25,182,71,52,1.0208,78600
2,4953,1791,562,5.0346,205100
17,1824,934,305,4.6719,250000
12,2344,1035,321,4.9773,281200
11,2838,1331,426,4.945,298400
17,3053,1434,557,3.4741,245800
19,3011,1665,535,5.1534,232800
15,1263,665,208,4.5,260900
26,2056,933,367,2.7051,193800
15,2857,1325,359,6.0252,151700
14,3035,1597,663,3.6036,143500
16,2084,1099,292,5.8269,150200
8,3157,1758,569,4.412,140100
2,7747,3481,1083,6.1112,181000
9,4999,2687,817,4.2324,142100
3,7985,3664,1215,4.976,158300
12,5127,2749,976,4.0458,130600
25,185,85,32,4.875,250000
45,19,7460,6,10.2264,137500
33,1083,562,203,2.433,101700
45,1778,839,319,2.4659,102900
38,1918,745,348,2.5707,126000
34,1084,561,198,4.2115,118900
24,745,300,115,3.6176,158500
18,4486,1600,697,3.8651,189700
15,476,213,73,7.1053,315200
30,140,103,35,4.163,112500
17,5678,3182,1135,3.7388,122000
11,1500,899,304,4.5568,127200
20,1415,667,250,4.0938,117300
7,3292,1911,702,3.89,140300
11,3208,1772,694,2.7434,218800
16,1697,832,277,4.4375,132600
13,3616,2022,652,4.0536,134800
16,2331,1074,400,4.0329,126800
18,3876,2386,867,2.5938,129500
16,1470,748,256,4.0433,132200
13,3252,1915,631,4.2137,151700
34,432,208,71,5.5435,136000
16,2509,1043,339,6.0704,173400
16,3996,1673,539,5.778,175700
28,1967,734,291,4.9583,146200
16,808,371,145,6.0767,216400
16,2495,1118,338,6.4894,198000
15,1176,485,171,5.9441,228200
3,9488,4095,1335,5.1781,191900
21,3027,2018,642,2.8438,111500
24,2434,1538,574,2.1067,101100
18,1048,469,162,3.625,125000
35,2728,1290,452,3.2768,117600
34,2735,1390,491,2.7262,118800
33,146,75,31,3.5179,84400
34,1502,860,297,3.3438,135600
26,1974,1002,362,3.3036,210000
18,4518,2230,715,3.9309,178500
19,686,348,109,3.9306,93800
24,1951,1140,338,3.7061,128500
10,6331,3419,1110,3.7083,154800
2,790,235,87,5.0862,166500
15,5115,2540,794,4.8611,146400
32,2139,1154,411,3.2672,107500
36,839,446,167,2.3438,122700
24,1307,917,291,2.2244,98100
30,1674,756,292,3.9286,133100
32,1495,905,281,2.625,212500
33,1808,824,340,3.2937,96400
46,2292,970,431,2.2888,94900
40,1266,547,247,3.0288,164400
22,1910,1001,345,4.8173,115800
33,596,212,94,4.2813,81300
25,3282,1244,483,4.5313,308400
33,1486,781,274,3.5647,251800
37,1549,863,275,2.7457,254700
24,1946,718,380,3.5507,257900
15,4885,2175,924,3.4031,209500
18,1479,550,217,4.7356,333300
25,3106,1262,665,1.9487,233500
21,2423,1098,503,2.364,173300
35,1762,686,339,3.5982,271700
20,3306,1374,460,5.7984,297600
14,3732,1277,775,2.5658,208000
25,5024,1994,838,4.2237,262300
18,2405,872,367,5.2155,248300
22,3577,1371,501,5.795,332300
30,1631,788,284,3.3098,195500
27,3078,1411,586,3.25,195500
14,2844,1613,544,3.3571,193600
17,2703,1241,515,2.652,171300
26,1726,672,251,3.8,242100
8,5092,1657,936,3.5625,213200
15,2411,1144,407,4.3472,261000
17,3308,1587,632,3.2727,176000
31,1701,680,324,3.1375,192100
29,2375,1124,502,2.3276,166200
19,2398,1266,471,2.7727,186800
42,2106,1141,445,3.1129,149300
24,2220,894,365,4.2891,211700
27,3800,1587,605,4.7237,306600
36,1860,777,339,4.1307,295700
25,1566,784,362,3.075,165100
40,2725,1167,458,3.7969,202800
25,2990,1335,434,4.7,190100
17,1728,897,284,3.4896,185900
18,2042,914,400,2.9871,193800
19,1687,893,257,6.204,201800
18,2915,1340,421,5.2452,204900
16,1410,741,229,4.725,204500
18,2933,1279,443,5.0849,188500
16,2621,1247,386,4.8603,198400
20,3460,1707,568,3.7115,181900
33,1369,758,246,4.0341,156500
33,1453,677,237,4.0962,170200
17,2864,1482,547,4.6833,215200
20,1888,826,396,2.875,189100
24,2388,1187,362,4.6534,196500
7,6508,2902,1010,5.3707,250500
8,5875,2808,1029,3.6392,246300
9,4764,2077,755,5.1391,234500
7,7808,3551,1392,4.6069,202300
16,1523,477,315,2.1696,75000
45,1615,823,327,2.5179,145500
45,2264,1076,472,3.0139,194100
52,1075,519,210,3.0769,230900
49,2300,1061,429,4.075,228800
34,878,372,167,4.0417,232100
17,2652,1199,350,5.565,267100
22,2933,1283,449,6.2034,291100
37,1966,875,381,4.0703,223800
52,1735,712,343,3.1711,200800
52,2156,1070,467,3.3011,252300
52,1923,910,345,3.45,200600
39,2889,1351,489,4.3056,251300
52,1621,635,349,2.5202,244000
40,1974,1039,398,3.7917,151600
23,4030,1852,778,3.402,193300
24,1948,922,313,4.95,243600
49,3273,1431,539,4.275,227600
31,2554,1507,533,3.8,162600
32,2344,1066,384,4.0313,285000
32,1333,660,206,4.0729,288500
29,1315,650,228,3.8269,306000
29,2644,1372,450,5.0544,261800
32,3201,1869,519,3.2442,268000
35,3941,1668,620,4.385,317700
47,2090,1053,377,3.5673,310300
16,3049,1675,618,2.4117,162500
26,1644,801,291,4.3906,248000
28,1915,930,342,3.7875,292700
30,3919,1693,693,3.3827,292100
44,743,434,162,2.5819,209600
16,3741,1938,658,4.6324,183600
13,4011,2064,914,3.6953,157600
14,3155,1208,501,4.1964,258100
16,1244,696,236,3.6369,158700
15,2536,1400,426,5.6613,172400
23,2846,1526,492,3.733,163500
26,1887,1060,364,3.0078,160400
22,1249,699,308,2.6033,121600
26,1584,846,295,3.375,156300
12,1550,685,188,7.226,255300
15,3091,1602,682,4.0071,135500
11,2242,1203,642,2.3464,104200
14,2313,954,397,3.7813,146500
14,1555,493,335,1.6033,67500
19,2987,1782,688,2.8261,154500
23,2744,1493,557,3.1781,162000
8,6322,2969,1043,4.8233,214000
16,2355,1014,348,5.6018,253000
16,1689,921,270,4.4444,191800
6,5496,2502,1189,2.4827,177500
16,1328,607,197,5.0366,257800
11,5817,2538,876,4.221,227100
15,2153,979,335,5.1966,325400
8,7520,3833,1287,4.3278,184100
12,3876,2146,764,4.0844,165400
4,8072,4323,1475,3.9518,220300
16,1683,880,327,3.2857,160200
32,2826,1767,628,3.1047,141400
28,1585,1362,424,1.6685,114100
23,1569,1031,368,1.6267,129200
17,1690,833,445,1.439,140600
16,4922,2557,1088,2.0915,168100
10,9772,3741,1242,6.5261,324700
17,5815,2614,887,4.3657,215900
29,2551,1165,456,4.3587,196400
18,2723,1150,520,3.5885,191900
21,1059,400,154,6.8586,343100
15,1848,786,282,5.7204,344100
17,1804,750,298,4.5588,196400
17,2007,895,403,3.2813,202700
14,5315,2228,950,4.023,208400
29,488,161,62,6.0774,334400
15,2936,1182,501,3.3981,246900
13,7731,2543,1249,4.6957,259800
10,3597,1132,639,3.9375,269200
14,1665,505,348,3.183,201200
20,2791,785,512,3.4561,216700
20,1151,478,183,5.93,384600
14,2364,1300,625,2.6023,221100
26,2081,906,323,4.4375,293500
24,2622,1027,510,2.9222,242600
32,3771,1786,721,3.2415,172200
29,2796,1346,562,2.9107,169700
47,904,310,144,3.9766,190600
36,1686,744,304,4.0139,163100
40,1449,636,295,2.7222,161200
35,1356,620,216,3.5521,168300
36,1311,648,268,3.4545,161200
45,883,401,194,3.2845,178300
36,1943,711,318,3.9191,183000
31,1808,691,280,3.8583,193200
42,709,547,172,2.1912,165000
35,1304,822,304,3.2935,157800
52,1439,738,316,2.2262,129900
38,1689,1071,529,1.5026,124000
52,1059,627,273,1.5357,137500
52,988,475,242,1.3684,258300
27,966,462,230,1.7,350000
29,1706,990,394,1.9932,164800
35,1445,795,308,2.9073,157000
41,1743,780,357,3.1467,175500
42,1574,844,369,2.314,169400
41,1974,965,458,2.905,159300
36,2175,1087,477,3.0444,167200
39,2739,1223,569,2.9663,185400
48,3118,1275,530,3.455,222100
26,2011,855,530,1.125,233300
52,2259,957,520,2.1827,188800
15,1575,716,259,5.3409,244600
16,3452,1567,731,2.4722,194300
17,3201,1244,495,4.7143,202900
19,1848,1130,433,3.0568,190300
15,1811,718,403,2.3929,141300
23,3220,1299,591,3.9261,213300
29,2891,1012,441,5.0415,240200
32,2970,1117,512,5,275900
39,2015,640,315,4.1734,240500
23,2296,902,334,6.0298,289100
19,4976,1926,625,7.3003,381300
15,5645,2324,769,6.6104,330900
16,2697,1462,515,4.2051,190300
16,2724,1124,586,2.825,186200
23,2246,1035,386,3.7617,172600
14,2096,926,397,4.0647,187800
21,2066,919,395,3.267,176200
20,2806,1369,460,4.75,190500
18,3364,1442,506,6.6854,313000
19,3244,1174,454,5.8369,255700
24,2268,847,296,3.858,214400
17,1528,606,251,6.6004,341500
24,2409,1006,403,4.5167,265200
19,2107,874,341,5.7819,265600
17,1090,473,163,5.5061,231800
6,6719,2699,997,5.4886,254200
23,2511,1052,527,2.4922,192000
18,4839,2755,841,3.75,248300
6,2073,826,375,3.055,224100
16,4196,1713,615,5.449,252100
14,4042,2323,1158,2.0651,135400
16,1834,994,390,3.7266,156500
16,1426,525,260,3.0714,161700
9,2268,1311,585,2.6607,91500
12,4174,1882,647,4.551,178300
4,6487,2958,1131,4.5417,197400
7,6837,3468,1405,3.1662,191000
28,3580,1634,567,4.745,248600
13,4323,2566,728,3.0147,142800
16,2653,1693,586,2.6384,146900
14,4742,2149,732,4.5152,199200
14,4794,2252,768,4.2061,213100
14,2324,1026,677,1.722,150000
17,3064,1704,590,3.9329,170900
25,2696,1296,514,4.0798,179200
23,2819,1644,546,2.6576,147900
20,2919,1711,500,3.875,140300
48,707,458,172,3.1797,140400
35,1120,659,274,2.3824,145000
28,1073,652,238,2.4,146200
52,188,301,72,0.9437,129200
17,2287,1240,493,3.5845,164300
11,4670,2430,962,3.0341,142300
15,3265,1629,629,3.7132,167600
8,5823,2864,1041,3.6292,183600
23,1551,555,243,4.6792,304700
11,2895,1633,534,4.7283,170200
14,4376,1809,746,3.8244,180000
14,4143,1569,629,3.9766,345300
9,4967,2581,915,5.038,185600
42,2050,1073,416,2.375,141000
29,2677,1880,664,2.1864,143200
31,2020,1408,437,2.5735,131100
26,1168,937,248,1.9458,146000
26,3604,2605,704,3.0969,143800
26,1446,884,295,4.3523,150000
30,2099,1156,401,2.8036,152300
30,3689,2250,697,2.975,157300
40,1389,841,288,3.1094,183300
36,1599,1086,314,2.6667,149100
43,1351,1011,297,2.5917,144000
35,2611,1293,463,2.75,197500
17,3150,1857,610,3.9688,165000
32,701,489,168,2.785,169300
29,2756,1381,531,2.9625,237300
38,1166,584,225,3.6667,244400
19,2191,1065,404,4.125,204600
37,2217,1019,428,3.1217,178500
15,3080,1446,599,3.6696,194400
21,795,414,162,3.7991,175000
40,2406,1054,426,3.8846,215900
26,1634,909,317,4.1731,257200
26,2273,1124,420,2.9453,166700
16,1688,793,280,4.4357,216900
19,1765,868,388,2.462,260300
22,1288,593,220,3.625,233700
32,1437,752,245,4.7422,240900
27,2565,1227,467,4.5132,259900
30,2260,958,359,5.0323,222400
34,1138,541,180,4.5147,271400
32,2054,843,306,4.5875,290700
25,3067,1602,550,3.9917,244100
20,3404,1641,585,5.0574,276200
18,2399,1131,391,5.2769,293900
16,1762,810,297,4.4437,305000
16,2017,931,336,5.7664,267500
31,1534,716,288,3.4471,209500
28,2388,1015,381,5.1512,268300
36,1987,1065,347,4.0446,172200
19,1968,852,308,4.6705,269800
22,2900,1445,515,4.511,296800
30,3977,1387,582,2.6161,132500
52,2154,524,259,2.0556,120000
29,4450,1328,590,3.1,162100
37,1179,354,176,1.3712,118300
35,2157,768,322,3.2315,136900
33,1565,759,311,2.6726,153100
44,3234,1112,470,1.9265,132700
48,3939,1257,571,2.1165,98700
49,1141,505,184,3.7143,148800
46,2280,807,366,2.6316,117000
37,2469,1137,474,3.6343,146500
27,3894,1832,715,3.5085,187800
25,1563,737,305,2.5687,249200
22,3328,1309,512,4.7105,266200
37,3169,777,344,2.7072,117100
18,2021,912,329,4.5,251900
4,7042,2936,1043,5.0555,240800
8,6190,2967,1000,3.8616,195100
13,4808,2568,762,3.6583,183200
9,3659,1889,632,4.2716,250800
12,2289,919,540,1.1553,139300
27,1823,907,317,3.276,172900
5,3986,1887,687,3.7768,213800
23,2676,1456,500,3.7361,173700
52,1514,767,354,2.1903,160000
52,1753,982,380,3.4013,183300
35,2597,1231,499,2.7432,174000
18,2721,1667,539,3.1875,176100
29,2176,1117,374,3.8681,188600
17,5199,2036,890,3.2452,168800
41,2720,987,364,4.0294,201700
16,4418,1908,697,4.5913,244600
33,914,394,132,4.6875,246200
33,1530,728,250,5.1005,266700
26,4050,2072,636,4.0781,287800
37,1548,863,287,2.9792,151300
32,4073,2053,629,3.7352,228000
18,2856,1027,405,4.6953,241700
43,1384,582,224,3.9063,210000
16,4047,1998,673,3.375,171900
35,956,488,215,3.025,140600
45,1717,916,367,3.2425,138800
21,360,131,74,3.5156,133300
32,2697,1417,535,3.2546,134100
20,3109,1643,638,2.8344,164400
9,5409,594,327,3.3125,295400
38,1460,569,176,2.7171,131300
27,3658,1278,518,3.3536,157500
28,3297,923,373,3.9167,232600
50,2530,940,361,2.9375,122900
31,855,280,139,2.3611,112500
18,2562,1128,414,3.9336,262500
16,1496,778,284,3.8589,268800
8,3223,851,418,5.6445,364800
27,471,195,72,3.3333,208300
17,4227,1809,679,3.2667,269500
27,4213,2142,746,3.7031,173300
20,570,304,108,2.2024,156300
27,508,263,81,3.1136,183300
14,3531,1505,497,5.5228,275300
16,1343,732,195,3.5833,187500
46,431,239,80,3.3182,282100
9,4838,2460,923,3.5959,142700
52,436,197,68,1.8625,85400
45,621,257,124,1.7188,109400
38,1545,662,266,3.825,96400
28,1208,535,232,2.3523,94700
16,1174,601,242,1.7143,113300
20,651,421,151,2.0833,77300
37,1738,936,366,2.4717,77100
32,964,623,201,3.0917,88900
16,2022,1126,408,2.5655,116400
26,28,9,5,1.625,85000
15,3553,1684,611,3.3169,131200
25,421,303,106,2.2679,71300
35,404,261,100,2.4583,75000
30,1120,609,237,2.2386,87200
20,1717,1062,401,1.6759,116700
10,423,295,94,1.3583,85200
21,435,219,83,2.9125,112500
16,893,548,155,3.6875,121900
